merchant_id,business_category,account_age_days,monthly_txn_count,avg_transaction_value,monthly_txn_volume,refund_rate,chargeback_rate,volume_growth_rate_30d,customer_complaint_count,risk_score,is_risky
M01457,Healthcare,113,1280,13530.59,17319150.34,0.2148,0.0613,10.09,2,89.09,1
M01458,Crypto/Trading,1980,4985,2819.5,14055230.5,0.0574,0.0685,-19.55,1,46.15,0
M01459,Travel,1072,3952,6420.12,25372317.66,0.0934,0.0092,19.91,0,26.53,0
M01460,Electronics,1980,3288,7414.92,24380249.16,0.0344,0.0708,-42.58,0,36.19,0
M01461,Travel,207,604,965.31,583044.71,0.0984,0.0575,-3.04,0,56.95,0
M01462,Retail,1679,2819,2101.47,5924034.75,0.097,0.0264,-33.32,3,33.59,0
M01463,Fashion,588,379,5348.44,2027059.63,0.0496,0.0199,-3.06,1,29.92,0
M01464,Healthcare,400,2886,3123.92,9015633.39,0.112,0.0237,28.91,4,70.66,1
M01465,Electronics,1212,2031,2250.86,4571501.01,0.1791,0.0403,-13.55,2,49.15,0
M01466,Education,563,4959,7374.14,36568344.66,0.0212,0.019,-45.59,2,27.82,0
M01467,Fashion,1481,4026,1501.23,6043947.54,0.034,0.0561,-0.85,2,30.77,0
M01468,Gaming,1533,1645,2113.95,3477443.39,0.1943,0.0499,-15.76,1,60.83,0
M01469,Food & Beverage,1048,2784,4589.71,12777756.14,0.1148,0.0342,5.04,2,44.7,0
M01470,Education,1656,910,4990.91,4541727.16,0.0226,0.0051,-0.89,1,18.24,0
M01471,Travel,1702,751,690.1,518264.45,0.0727,0.042,9.39,2,36.61,0
M01472,Travel,1322,3981,5833.13,23221702.58,0.0614,0.1113,34.32,1,80.68,1
M01473,Gaming,487,4721,2079.84,9818920.59,0.0944,0.0294,-4.43,2,45.32,0
M01474,Retail,1264,2524,3248.46,8199106.45,0.0895,0.1301,7.16,2,75.31,1
M01475,Crypto/Trading,932,634,5042.81,3197143.53,0.2504,0.0251,-3.08,2,63.17,0
M01476,Education,429,3826,1348.09,5157796.87,0.0006,0.019,30.25,1,44.29,0
M01477,Education,166,1739,8041.9,13984861.62,0.0453,0.089,8.92,0,57.79,0
M01478,Services,559,4789,1204.19,5766848.75,0.0176,0.0052,17.99,2,29.54,0
M01479,Fashion,1474,1607,1469.04,2360740.69,0.1886,0.0134,24.0,1,70.5,1
M01480,Healthcare,1130,1631,2786.9,4545434.59,0.0916,0.0035,-43.61,4,41.46,0
M01481,Fashion,1030,916,6672.42,6111932.29,0.038,0.027,24.67,4,47.45,0
M01482,Crypto/Trading,1006,297,3520.78,1045672.98,0.0932,0.0312,14.51,2,47.67,0
M01483,Travel,1444,4667,3770.35,17596219.82,0.0043,0.0324,-11.86,2,37.06,0
M01484,Travel,960,1656,1280.8,2121012.2,0.094,0.0085,37.21,2,63.43,0
M01485,Travel,298,2178,2999.04,6531900.68,0.1629,0.0339,29.68,4,88.03,1
M01486,Services,1287,2452,2358.65,5783405.0,0.2621,0.0106,0.25,5,66.73,1
M01487,Travel,205,3924,1568.37,6154283.87,0.0284,0.0844,-46.75,2,64.06,0
M01488,Crypto/Trading,607,4876,4221.94,20586186.21,0.0298,0.0134,3.57,2,32.54,0
M01489,Gaming,1867,3282,3786.78,12428216.42,0.0813,0.0553,-19.97,1,32.23,0
M01490,Healthcare,1555,1469,6429.17,9444445.19,0.1924,0.0833,-49.88,2,56.73,0
M01491,Crypto/Trading,526,4520,3093.54,13982796.53,0.0822,0.0643,19.54,0,68.24,1
M01492,Healthcare,1668,1252,3141.58,3933264.28,0.0556,0.054,43.17,1,56.01,0
M01493,Crypto/Trading,1875,4137,4679.2,19357834.81,0.1163,0.0179,2.65,1,27.08,0
M01494,Travel,874,697,5549.09,3867716.78,0.1554,0.0364,11.48,3,62.06,0
M01495,Gaming,1151,2678,7199.41,19280032.5,0.084,0.0669,38.57,0,72.92,1
M01496,Education,815,2048,1078.72,2209221.1,0.1072,0.0162,9.45,3,54.35,0
M01497,Fashion,1942,3778,2624.07,9913721.1,0.1314,0.0207,-10.23,1,29.87,0
M01498,Food & Beverage,1192,4644,7380.77,34276296.79,0.0266,0.0087,-50.72,2,25.31,0
M01499,Gaming,824,2057,3355.53,6902316.04,0.0272,0.0673,25.38,2,54.7,0
M01500,Education,237,2669,4262.73,11377215.66,0.1729,0.0076,15.45,1,68.03,1
M01501,Retail,1910,676,1330.29,899276.49,0.1701,0.046,28.19,4,86.71,1
M01502,Crypto/Trading,225,185,1487.54,275194.09,0.0632,0.0537,-56.19,2,54.32,0
M01503,Retail,957,4964,8724.79,43309835.69,0.1247,0.1208,56.92,2,100.0,1
M01504,Education,1729,4611,12229.11,56388446.52,0.0899,0.0147,-14.77,4,39.48,0
M01505,Gaming,24,609,1711.33,1042202.55,0.0619,0.0158,32.31,0,60.94,0
M01506,Crypto/Trading,1190,4544,2140.55,9726679.25,0.1283,0.0102,-42.49,4,54.87,0
M01507,Food & Beverage,1681,2841,9439.38,26817271.57,0.1521,0.0127,-14.37,3,40.73,0
M01508,Travel,1294,4278,4695.4,20086940.42,0.0482,0.0097,-8.6,2,16.78,0
M01509,Crypto/Trading,1190,1282,1342.89,1721579.83,0.0355,0.0236,-20.55,2,35.35,0
M01510,Crypto/Trading,56,91,3944.57,358956.18,0.0512,0.0075,-15.57,2,48.24,0
M01511,Gaming,333,3536,2647.11,9360191.19,0.0351,0.0199,45.5,0,54.02,0
M01512,Gaming,853,4770,4745.21,22634666.36,0.1069,0.0267,-3.49,2,40.47,0
M01513,Education,1718,3600,3500.0,12599987.02,0.0226,0.0541,58.23,1,73.35,1
M01514,Electronics,139,288,2220.66,639549.69,0.1545,0.1132,31.39,2,100.0,1
M01515,Crypto/Trading,1444,1796,2501.01,4491814.18,0.1466,0.0197,-45.12,1,36.15,0
M01516,Fashion,104,2482,3294.85,8177824.02,0.0841,0.0506,-3.56,2,51.54,0
M01517,Crypto/Trading,636,1288,590.13,760088.17,0.2559,0.0365,-4.65,0,70.02,1
M01518,Education,764,1035,2233.66,2311834.45,0.085,0.0302,-18.67,2,47.15,0
M01519,Healthcare,1965,2742,4605.6,12628557.05,0.0562,0.0903,35.49,3,83.43,1
M01520,Retail,1325,1103,1661.48,1832615.7,0.1176,0.0326,26.55,2,66.37,1
M01521,Travel,803,4121,3020.18,12446170.32,0.1527,0.0516,58.93,4,100.0,1
M01522,Electronics,1844,426,2007.29,855105.13,0.1699,0.0355,-6.46,1,60.39,0
M01523,Food & Beverage,1316,3096,5654.97,17507775.75,0.0697,0.0086,15.96,4,50.39,0
M01524,Food & Beverage,78,1005,3644.02,3662242.29,0.0278,0.0094,-3.81,2,29.12,0
M01525,Food & Beverage,1693,3623,2554.32,9254299.42,0.0267,0.0516,-4.96,1,32.94,0
M01526,Gaming,20,4505,10637.35,47921276.82,0.0509,0.0122,25.28,1,55.8,0
M01527,Food & Beverage,1287,729,3050.86,2224076.39,0.0631,0.0533,60.03,2,97.38,1
M01528,Travel,1875,2638,4638.11,12235340.2,0.2118,0.0418,29.62,1,69.36,1
M01529,Retail,881,4869,5522.33,26888220.13,0.029,0.0343,26.94,2,62.78,0
M01530,Food & Beverage,559,1431,16718.92,23924780.02,0.0663,0.0206,3.53,1,39.05,0
M01531,Crypto/Trading,1167,4641,4736.05,21979989.51,0.0974,0.0092,26.19,2,52.88,0
M01532,Crypto/Trading,721,1505,1459.61,2196711.65,0.0401,0.0941,34.45,1,86.65,1
M01533,Gaming,32,2970,2019.24,5997145.51,0.0159,0.0754,-16.47,2,69.02,1
M01534,Travel,824,4671,3149.41,14710892.2,0.0158,0.0285,6.04,3,61.24,0
M01535,Retail,355,2954,2949.52,8712890.27,0.295,0.0127,-3.1,3,75.74,1
M01536,Electronics,311,4134,1277.26,5280178.36,0.1355,0.0321,-10.81,1,47.18,0
M01537,Education,372,4690,16357.07,76714675.92,0.0215,0.1495,29.58,1,100.0,1
M01538,Retail,405,1023,5884.6,6019949.51,0.0694,0.0144,-0.89,4,46.58,0
M01539,Education,227,2486,7501.28,18648175.26,0.0612,0.1657,16.85,5,100.0,1
M01540,Healthcare,150,2486,12077.47,30024593.92,0.0713,0.0191,17.06,0,51.86,0
M01541,Education,1649,1958,5433.56,10638910.35,0.027,0.0185,-1.74,0,13.55,0
M01542,Fashion,967,1959,3656.15,7162388.97,0.2372,0.0313,-31.38,2,75.2,1
M01543,Crypto/Trading,1243,1655,8764.72,14505607.18,0.0851,0.0093,-3.77,0,21.89,0
M01544,Travel,994,1718,3714.58,6381647.8,0.0485,0.0764,18.21,1,71.88,1
M01545,Services,1002,4547,2431.71,11057002.1,0.0748,0.0297,12.56,2,37.07,0
M01546,Gaming,1656,2111,333.04,703043.68,0.0353,0.032,-43.77,4,29.03,0
M01547,Fashion,1649,1915,5496.26,10525338.34,0.0343,0.0262,25.28,4,53.69,0
M01548,Education,837,4260,8140.82,34679884.24,0.2322,0.0735,-8.84,1,78.59,1
M01549,Food & Beverage,692,3418,3834.37,13105888.66,0.0974,0.0198,19.32,0,60.79,0
M01550,Travel,1493,1093,5150.13,5629096.42,0.0669,0.0245,25.37,1,50.37,0
M01551,Fashion,1013,2422,1353.69,3278631.25,0.0113,0.0066,16.76,0,38.19,0
M01552,Gaming,365,4915,1307.23,6425032.3,0.111,0.0373,52.05,2,99.46,1
M01553,Crypto/Trading,1017,3232,11787.53,38097289.31,0.066,0.056,29.98,3,68.58,1
M01554,Travel,1357,4057,3342.06,13558727.94,0.0775,0.0337,-6.34,2,35.99,0
M01555,Gaming,1166,1171,3645.68,4269085.89,0.0656,0.0568,-3.79,4,51.86,0
M01556,Healthcare,897,2465,4848.34,11951160.13,0.1863,0.0112,3.12,0,56.17,0
M01557,Healthcare,1838,1976,1382.29,2731404.72,0.045,0.0128,-3.79,4,23.54,0
M01558,Gaming,1873,4578,5027.13,23014212.49,0.0656,0.0304,14.24,1,36.57,0
M01559,Fashion,136,3927,11440.84,44928173.46,0.0835,0.009,-23.35,1,34.57,0
M01560,Travel,1139,827,2138.49,1768533.43,0.0863,0.0606,39.56,2,84.43,1
M01561,Fashion,1018,206,7582.68,1562031.32,0.1863,0.0319,6.04,3,69.58,1
M01562,Electronics,613,4847,3392.77,16444738.94,0.0587,0.0221,38.83,3,77.18,1
M01563,Education,1832,4544,2425.92,11023374.21,0.0431,0.0587,-24.59,0,29.14,0
M01564,Electronics,1411,1327,14037.99,18628407.28,0.0468,0.0097,-24.5,2,6.79,0
M01565,Healthcare,1938,2304,10435.62,24043657.66,0.0768,0.0214,31.98,3,57.5,0
M01566,Crypto/Trading,1023,4886,7709.91,37670635.73,0.0622,0.0214,-11.18,1,31.47,0
M01567,Retail,60,777,4677.2,3634183.76,0.1682,0.0063,-19.92,1,51.36,0
M01568,Education,1062,4251,3690.98,15690366.47,0.1017,0.0171,34.1,2,64.82,0
M01569,Healthcare,1495,4907,7208.83,35373729.84,0.1505,0.0243,-15.3,0,39.77,0
M01570,Fashion,1329,3874,3824.55,14816300.38,0.0382,0.0941,4.53,1,40.61,0
M01571,Fashion,1330,4286,357.78,1533445.72,0.0219,0.0517,-8.54,1,34.83,0
M01572,Fashion,1759,2226,1105.16,2460077.35,0.1302,0.0283,23.94,2,50.45,0
M01573,Crypto/Trading,788,3578,12094.8,43275200.25,0.2569,0.116,10.67,3,100.0,1
M01574,Electronics,1440,1600,4359.37,6974989.2,0.1289,0.0298,27.78,5,75.06,1
M01575,Retail,1802,981,3067.58,3009298.38,0.0836,0.0342,-24.97,4,34.39,0
M01576,Fashion,823,3867,7662.98,29632729.87,0.0221,0.0089,11.03,1,20.99,0
M01577,Services,1646,3595,1943.7,6987587.42,0.0263,0.0133,7.29,0,11.77,0
M01578,Education,1438,895,4470.32,4000932.31,0.1671,0.0206,-13.72,3,42.78,0
M01579,Travel,1379,2438,4756.54,11596438.25,0.1309,0.0261,-20.89,0,36.62,0
M01580,Services,1655,4218,2485.18,10482510.2,0.044,0.0332,2.82,3,25.04,0
M01581,Retail,429,1021,4232.02,4320888.9,0.2981,0.0262,-2.27,0,72.85,1
M01582,Crypto/Trading,1215,3404,1601.11,5450183.56,0.1605,0.0434,34.5,2,90.92,1
M01583,Retail,992,4086,1195.19,4883558.08,0.1055,0.0087,25.64,3,67.75,1
M01584,Travel,834,2865,3431.94,9832506.21,0.2041,0.034,-12.15,2,58.8,0
M01585,Education,1034,1501,5844.07,8771950.32,0.04,0.036,-1.42,3,38.82,0
M01586,Travel,1864,3321,4281.28,14218131.78,0.0963,0.1181,18.67,2,78.67,1
M01587,Gaming,1983,677,3439.16,2328308.1,0.0685,0.0039,21.42,0,19.51,0
M01588,Education,576,2800,2699.1,7557491.54,0.0157,0.0678,34.72,1,70.17,1
M01589,Retail,380,442,2654.51,1173294.86,0.1257,0.0074,3.4,2,32.3,0
M01590,Fashion,945,3701,996.52,3688130.39,0.1321,0.0086,8.98,1,28.19,0
M01591,Retail,1944,4286,8276.03,35471059.68,0.1045,0.038,-39.5,0,33.83,0
M01592,Retail,670,2730,4780.21,13049976.2,0.0982,0.0428,-22.75,0,47.16,0
M01593,Education,1464,472,6508.24,3071889.94,0.1235,0.024,27.78,0,65.47,1
M01594,Gaming,978,2417,4136.47,9997846.97,0.1528,0.0822,-22.3,3,86.49,1
M01595,Retail,1342,1995,2124.54,4238460.57,0.032,0.008,-36.89,3,25.05,0
M01596,Services,1170,1677,936.03,1569715.73,0.035,0.0291,24.22,4,49.01,0
M01597,Healthcare,211,2561,3406.68,8724503.55,0.0831,0.0222,-4.87,2,37.66,0
M01598,Food & Beverage,1469,3095,1492.18,4618289.46,0.069,0.0451,-14.87,3,34.38,0
M01599,Food & Beverage,322,3184,1788.24,5693759.48,0.1107,0.0165,-31.97,0,41.99,0
M01600,Retail,126,2986,8646.96,25819821.22,0.037,0.0046,-31.8,2,26.12,0
M01601,Services,1699,2073,7690.09,15941563.2,0.1928,0.0557,-6.16,3,51.96,0
M01602,Fashion,946,307,4086.9,1254679.05,0.0398,0.0132,1.47,0,26.34,0
M01603,Crypto/Trading,1836,3237,2955.05,9565500.43,0.0221,0.0048,36.1,3,51.64,0
M01604,Crypto/Trading,584,3874,782.19,3030206.62,0.0108,0.0467,1.67,5,44.83,0
M01605,Education,253,1467,533.09,782040.08,0.0757,0.0596,-3.02,4,64.4,0
M01606,Food & Beverage,546,627,5487.37,3440582.1,0.0929,0.0223,-2.23,2,55.07,0
M01607,Retail,1635,4572,5711.14,26111352.44,0.0857,0.0042,-51.32,3,34.65,0
M01608,Crypto/Trading,84,1784,1202.0,2144361.49,0.1649,0.0078,-7.25,0,39.65,0
M01609,Retail,1839,1245,1327.44,1652668.2,0.1133,0.0153,20.87,1,56.83,0
M01610,Education,395,1255,5065.89,6357697.11,0.0704,0.0212,7.17,1,49.59,0
M01611,Food & Beverage,1936,1049,6836.19,7171159.46,0.0531,0.0464,24.39,1,62.67,0
M01612,Travel,1243,2691,6499.77,17490880.54,0.0173,0.041,32.05,3,59.78,0
M01613,Healthcare,484,3982,9363.6,37285869.98,0.1007,0.0235,-36.13,1,35.81,0
M01614,Healthcare,427,4562,12721.9,58037290.08,0.0329,0.0069,-11.26,3,32.1,0
M01615,Crypto/Trading,356,4950,2377.64,11769303.02,0.1027,0.0474,30.1,1,66.59,1
M01616,Healthcare,1562,3197,1165.85,3727215.07,0.0344,0.0097,7.62,1,29.13,0
M01617,Travel,649,3742,1180.86,4418783.59,0.1074,0.0114,1.26,1,33.78,0
M01618,Retail,948,4926,1715.6,8451049.65,0.1345,0.0096,30.84,0,62.33,0
M01619,Education,964,1495,4004.34,5986483.94,0.0379,0.1185,-14.79,1,83.77,1
M01620,Travel,885,2916,3174.21,9255986.24,0.0695,0.0171,-13.29,2,30.5,0
M01621,Education,772,828,2147.62,1778231.08,0.0821,0.0606,-14.93,3,57.85,0
M01622,Education,1212,998,3555.24,3548130.1,0.1415,0.0112,-28.24,3,38.84,0
M01623,Food & Beverage,1215,2483,2010.74,4992667.58,0.0262,0.0254,-0.54,5,35.76,0
M01624,Retail,673,745,5229.48,3895966.0,0.0318,0.0317,9.51,1,39.47,0
M01625,Services,34,2521,7106.47,17915422.06,0.1385,0.0068,-21.1,3,60.14,0
M01626,Healthcare,1213,3382,3964.59,13408247.77,0.0431,0.009,2.32,0,26.93,0
M01627,Services,719,1236,2197.84,2716531.44,0.1652,0.0106,-9.95,0,40.0,0
M01628,Food & Beverage,1534,4071,4730.34,19257196.11,0.0702,0.0341,3.08,5,47.27,0
M01629,Education,1889,2217,5288.22,11723984.86,0.117,0.082,41.11,4,93.65,1
M01630,Crypto/Trading,1194,2826,3746.68,10588106.11,0.0996,0.0238,7.15,1,52.55,0
M01631,Healthcare,186,798,1271.43,1014599.78,0.1163,0.0063,7.65,1,26.82,0
M01632,Healthcare,294,992,536.91,532618.24,0.0708,0.0484,55.95,2,91.5,1
M01633,Retail,72,2830,4679.85,13243973.14,0.1901,0.0498,-7.68,1,74.09,1
M01634,Gaming,1012,2143,7596.05,16278329.69,0.0629,0.0422,20.32,2,65.22,1
M01635,Electronics,671,618,2898.04,1790986.08,0.0957,0.0365,-8.28,4,64.39,0
M01636,Electronics,675,3361,405.61,1363260.31,0.2421,0.024,24.64,0,78.87,1
M01637,Electronics,165,244,6675.31,1628776.51,0.0613,0.035,-17.62,2,42.84,0
M01638,Gaming,1915,860,1003.19,862742.62,0.0586,0.1657,-3.37,2,81.7,1
M01639,Retail,1502,1834,3880.87,7117515.28,0.0475,0.0412,-9.03,2,42.34,0
M01640,Gaming,1082,4829,5730.34,27671830.24,0.1247,0.0343,-21.09,2,42.69,0
M01641,Electronics,976,1126,890.65,1002867.21,0.1276,0.0022,-48.16,8,53.77,0
M01642,Food & Beverage,858,144,5597.03,805972.04,0.0163,0.1139,15.19,1,72.19,1
M01643,Travel,1117,3266,1513.76,4943954.52,0.2045,0.0048,-10.92,4,63.39,0
M01644,Education,1394,2951,6944.59,20493485.45,0.2454,0.0535,-1.79,1,57.96,0
M01645,Gaming,698,4145,2823.59,11703760.48,0.0525,0.1266,1.76,5,67.75,1
M01646,Retail,157,2991,1553.64,4646948.58,0.065,0.0615,-31.65,1,54.77,0
M01647,Retail,1663,2037,4087.75,8326749.73,0.0513,0.0116,-4.83,3,29.68,0
M01648,Services,351,2435,1941.54,4727654.78,0.0553,0.0017,-39.67,1,24.37,0
M01649,Travel,485,4610,2557.2,11788679.35,0.0722,0.0299,-6.49,1,26.24,0
M01650,Crypto/Trading,1096,3116,7100.91,22126438.31,0.1152,0.0201,42.45,2,79.53,1
M01651,Healthcare,1734,1629,6418.89,10456364.61,0.1007,0.018,-8.45,1,24.39,0
M01652,Electronics,1393,737,1971.46,1452967.59,0.1217,0.01,-23.69,3,39.14,0
M01653,Crypto/Trading,570,3581,1903.15,6815194.79,0.0968,0.0405,-7.25,1,45.65,0
M01654,Services,336,1036,1705.72,1767130.39,0.1138,0.0679,44.21,3,87.57,1
M01655,Electronics,1802,3585,9614.72,34468775.21,0.0508,0.0121,-6.23,1,20.01,0
M01656,Travel,1769,4721,2606.35,12304578.63,0.0151,0.0246,-33.75,1,21.96,0
M01657,Services,1174,4490,5186.45,23287153.48,0.0165,0.041,-40.64,3,34.58,0
M01658,Electronics,999,1980,4893.29,9688706.08,0.1527,0.0504,-5.13,1,47.06,0
M01659,Travel,224,1068,7680.15,8202394.95,0.0606,0.0905,25.33,1,100.0,1
M01660,Fashion,444,1377,2172.88,2992051.87,0.0885,0.0066,16.03,5,62.44,0
M01661,Crypto/Trading,1924,3446,1779.3,6131484.73,0.1595,0.0077,32.45,1,45.77,0
M01662,Crypto/Trading,961,135,6151.95,830513.5,0.0988,0.0211,20.7,1,71.59,1
M01663,Healthcare,732,2115,3174.13,6713288.31,0.08,0.0269,5.28,2,40.76,0
M01664,Travel,1351,1821,1919.39,3495200.32,0.0648,0.0867,-61.02,5,76.57,1
M01665,Gaming,41,2166,4094.23,8868103.3,0.0331,0.0196,39.62,3,78.32,1
M01666,Fashion,679,1640,2306.02,3781871.12,0.2608,0.0244,-31.42,5,79.92,1
M01667,Food & Beverage,294,4800,10651.32,51126330.24,0.1098,0.0173,62.77,2,100.0,1
M01668,Electronics,1338,2970,2736.61,8127726.76,0.0439,0.0409,-14.17,4,27.0,0
M01669,Fashion,438,3812,4847.05,18476965.17,0.0432,0.0126,-13.14,1,34.71,0
M01670,Travel,1510,2961,4043.32,11972268.09,0.0824,0.0188,-8.32,2,28.06,0
M01671,Education,295,4925,1218.94,6003257.26,0.0664,0.0064,5.34,3,62.11,0
M01672,Electronics,1177,997,2214.94,2208299.51,0.1628,0.0354,-29.27,1,34.35,0
M01673,Retail,1457,3086,996.47,3075116.01,0.1331,0.034,-17.12,5,56.5,0
M01674,Crypto/Trading,1052,803,2178.8,1749576.98,0.1021,0.017,28.36,0,57.34,0
M01675,Travel,27,260,5011.65,1303029.8,0.0402,0.0477,38.53,4,82.87,1
M01676,Retail,778,1573,2518.41,3961459.32,0.0844,0.0477,-22.63,2,47.87,0
M01677,Healthcare,599,4598,3799.65,17470812.17,0.0244,0.0105,13.34,2,34.83,0
M01678,Services,1404,1032,9829.64,10144189.98,0.1526,0.0209,-8.09,2,35.43,0
M01679,Food & Beverage,1208,206,4484.01,923706.47,0.0547,0.0236,17.55,4,44.16,0
M01680,Food & Beverage,1019,1901,2984.09,5672758.76,0.1242,0.0479,-17.44,2,52.32,0
M01681,Retail,203,4606,4658.43,21456746.44,0.0465,0.0031,23.28,1,53.2,0
M01682,Crypto/Trading,511,450,3017.12,1357703.94,0.0231,0.0293,1.67,6,44.18,0
M01683,Healthcare,997,258,6458.64,1666327.9,0.021,0.0458,-7.31,0,12.8,0
M01684,Education,1146,2365,2348.1,5553260.94,0.1248,0.0036,4.07,1,34.19,0
M01685,Crypto/Trading,123,95,4976.04,472723.69,0.181,0.0069,41.11,4,95.84,1
M01686,Fashion,1255,1376,4289.63,5902527.03,0.0565,0.0078,2.64,4,31.22,0
M01687,Food & Beverage,1711,4942,765.22,3781708.64,0.0223,0.0081,12.12,4,31.51,0
M01688,Fashion,956,2350,2901.52,6818566.93,0.1033,0.0408,7.25,5,70.42,1
M01689,Electronics,840,4706,5844.48,27504142.93,0.0781,0.0498,7.36,5,63.58,0
M01690,Gaming,1677,1922,5629.93,10820720.6,0.1022,0.0191,35.45,3,70.09,1
M01691,Travel,1930,4033,1998.4,8059539.46,0.0914,0.099,25.81,1,80.13,1
M01692,Healthcare,1297,4690,3132.53,14691545.73,0.0706,0.0122,-29.0,1,17.98,0
M01693,Crypto/Trading,934,2079,4828.31,10038059.84,0.0603,0.0409,18.72,3,68.97,1
M01694,Food & Beverage,64,160,1729.44,276710.47,0.0549,0.031,45.3,0,65.47,1
M01695,Fashion,1904,1809,4399.43,7958576.12,0.0306,0.0719,-0.82,3,26.59,0
M01696,Services,1676,3646,337.8,1231608.16,0.0842,0.012,26.37,3,51.57,0
M01697,Electronics,809,36,2816.99,101411.58,0.0937,0.0139,-64.13,3,45.3,0
M01698,Travel,787,4368,4309.24,18822771.61,0.1342,0.0438,-19.15,3,63.02,0
M01699,Travel,1491,484,7452.16,3606844.27,0.1658,0.0165,64.87,1,81.81,1
M01700,Crypto/Trading,1911,4491,3233.33,14520889.61,0.0582,0.0139,24.08,1,38.62,0
M01701,Healthcare,171,1847,3047.84,5629351.44,0.1144,0.0138,10.46,1,39.06,0
M01702,Education,1413,3048,16180.22,49317320.25,0.1677,0.004,51.02,4,88.25,1
M01703,Services,96,539,5881.96,3170375.74,0.0196,0.0263,-22.77,2,39.22,0
M01704,Crypto/Trading,64,109,2393.21,260859.65,0.1817,0.0202,36.73,2,94.43,1
M01705,Fashion,1509,4835,4233.2,20467540.52,0.0507,0.0076,-16.44,1,24.86,0
M01706,Gaming,1833,2871,1621.01,4653908.39,0.0506,0.0049,7.37,2,27.36,0
M01707,Retail,1211,2863,9656.73,27647216.41,0.0649,0.0076,-35.62,1,13.01,0
M01708,Education,1424,4745,2294.22,10886081.39,0.1054,0.0687,-4.59,2,50.97,0
M01709,Healthcare,1382,1904,3093.87,5890719.76,0.0967,0.0048,38.09,1,46.97,0
M01710,Electronics,1041,4191,2519.87,10560763.45,0.0272,0.0333,-7.76,1,9.68,0
M01711,Education,842,945,1861.91,1759504.8,0.1047,0.023,17.33,3,65.31,1
M01712,Food & Beverage,322,3754,5726.24,21496297.05,0.2794,0.0994,-7.17,2,100.0,1
M01713,Healthcare,768,989,1160.14,1147377.03,0.0334,0.0018,15.77,4,35.26,0
M01714,Gaming,1868,1114,4217.9,4698744.2,0.2011,0.0205,23.62,1,55.32,0
M01715,Food & Beverage,452,3215,2005.17,6446617.18,0.1608,0.0161,-11.95,1,48.76,0
M01716,Education,1800,1424,4393.5,6256344.35,0.1454,0.0119,-16.63,1,27.16,0
M01717,Retail,337,3384,1690.04,5719100.83,0.0939,0.055,-5.06,0,61.54,0
M01718,Retail,1087,4310,10475.98,45151482.54,0.1149,0.0526,-5.6,1,47.3,0
M01719,Gaming,770,4002,3156.63,12632852.9,0.0502,0.0951,-45.6,1,54.12,0
M01720,Travel,1272,4343,9064.98,39369214.4,0.1868,0.0067,13.37,4,64.12,0
M01721,Services,1262,4033,7547.44,30438807.7,0.0586,0.0298,14.54,2,38.45,0
M01722,Electronics,588,4576,5375.09,24596409.82,0.0878,0.0316,-39.92,0,45.56,0
M01723,Travel,1084,4733,4050.9,19172928.05,0.0301,0.0177,25.97,0,41.07,0
M01724,Retail,1642,3112,2399.37,7466847.85,0.1388,0.0063,-4.99,3,43.21,0
M01725,Retail,1637,4179,5563.84,23251272.44,0.1151,0.0269,13.21,2,56.21,0
M01726,Fashion,1016,2094,823.81,1725065.68,0.2299,0.0361,-1.2,0,48.33,0
M01727,Food & Beverage,1297,304,3639.17,1106307.73,0.1529,0.0186,13.15,1,51.47,0
M01728,Education,1451,4953,1821.23,9020546.6,0.0544,0.0585,7.93,0,43.03,0
M01729,Electronics,1836,4946,4362.07,21574813.83,0.2182,0.0194,26.95,1,65.77,1
M01730,Gaming,105,1207,4723.67,5701466.11,0.0192,0.0147,5.05,0,41.02,0
M01731,Education,1121,3989,8863.97,35358386.14,0.1295,0.0437,23.85,2,70.66,1
M01732,Fashion,1111,2985,8456.23,25241855.58,0.0412,0.0204,40.62,4,56.63,0
M01733,Retail,1321,4339,2226.55,9660979.91,0.027,0.1024,2.95,4,62.49,0
M01734,Gaming,1153,803,6896.44,5537845.3,0.1235,0.0674,-1.59,2,54.34,0
M01735,Retail,823,969,3101.85,3005694.67,0.0293,0.0182,19.07,2,41.41,0
M01736,Electronics,500,3959,1683.47,6664869.34,0.1699,0.0233,-46.52,3,58.68,0
M01737,Food & Beverage,1945,64,8285.59,530277.71,0.0303,0.0207,-16.85,5,22.77,0
M01738,Education,461,1830,2204.33,4033921.45,0.1089,0.0156,-17.73,1,45.87,0
M01739,Education,1533,4586,1885.55,8647134.78,0.0333,0.047,18.8,2,61.68,0
M01740,Travel,174,2101,4392.21,9228035.95,0.027,0.0031,8.75,1,34.98,0
M01741,Gaming,191,3518,3501.49,12318235.5,0.2215,0.0087,36.7,3,99.47,1
M01742,Services,478,849,370.62,314654.08,0.1069,0.0099,35.2,1,58.44,0
M01743,Fashion,919,1929,4187.9,8078456.29,0.0736,0.0167,-44.03,0,35.39,0
M01744,Services,744,2601,4365.68,11355131.94,0.1002,0.023,-37.16,0,47.77,0
M01745,Travel,832,711,2797.53,1989043.74,0.0441,0.0193,5.97,1,43.57,0
M01746,Electronics,953,4039,7701.34,31105705.06,0.0694,0.0085,-33.67,3,28.6,0
M01747,Fashion,16,951,6114.56,5814944.74,0.2339,0.0779,-44.31,1,98.99,1
